CustomerID,Industry,CompanySize,Region,SubscriptionPlan,SalesDate,RenewalStatus,SalesAmount
2554,Education,500-999,North America,Annual,04/27/2022,Active,4362
2555,Healthcare,500-999,Africa,Annual,12/16/2022,Active,2384
2556,Healthcare,500-999,Asia,Annual,11/14/2023,Active,4988
2557,Education,200-499,Asia,Monthly,06/23/2022,Active,12036
2558,Education,1000+,South America,Annual,11/05/2023,Active,11132
2559,Education,1000+,South America,Monthly,11/14/2023,Active,12261
2560,Technology,200-499,Europe,Monthly,06/04/2023,Active,14108
2561,Education,1-49,South America,Annual,10/17/2022,Active,12765
2562,Technology,50-199,Asia,Monthly,03/14/2022,Active,17372
2563,Healthcare,1-49,South America,Monthly,07/31/2022,Active,7536
2564,Manufacturing,500-999,Asia,Monthly,07/24/2022,Active,2994
2565,Finance,50-199,Asia,Annual,03/09/2023,Active,5079
2566,Healthcare,500-999,Africa,Annual,09/15/2022,Active,17623
2567,Manufacturing,1-49,South America,Annual,03/18/2022,Active,18616
2568,Healthcare,500-999,South America,Monthly,09/22/2022,Active,16111
2569,Technology,200-499,South America,Annual,02/02/2023,Active,12801
2570,Finance,1-49,Europe,Monthly,02/20/2022,Active,18287
2571,Manufacturing,1000+,North America,Annual,07/22/2022,Active,7397
2572,Healthcare,1-49,Africa,Annual,03/06/2022,Active,3965
2573,Manufacturing,50-199,South America,Annual,08/27/2022,Active,14091
2574,Education,1-49,Asia,Monthly,03/27/2022,Active,11195
2575,Finance,50-199,Africa,Monthly,07/04/2023,Active,18735
2576,Technology,500-999,North America,Annual,04/16/2022,Active,16515
2577,Finance,1-49,Europe,Annual,05/18/2022,Active,6393
2578,Manufacturing,500-999,North America,Monthly,03/03/2023,Active,5173
2579,Finance,1000+,South America,Monthly,05/14/2022,Active,6515
2580,Finance,500-999,North America,Annual,01/01/2023,Active,13947
2581,Finance,1000+,South America,Monthly,12/30/2022,Active,4504
2582,Finance,500-999,Africa,Monthly,08/22/2023,Active,8013
2583,Manufacturing,500-999,Africa,Annual,07/10/2022,Active,5676
2584,Technology,1-49,South America,Annual,03/10/2022,Active,4582
2585,Finance,200-499,Europe,Monthly,03/01/2022,Active,9860
2586,Manufacturing,500-999,South America,Monthly,06/29/2023,Active,19356
2587,Healthcare,50-199,South America,Annual,06/27/2022,Active,16000
2588,Education,1000+,Africa,Annual,08/16/2023,Active,18613
2589,Education,500-999,North America,Annual,04/13/2023,Active,15136
2590,Manufacturing,500-999,North America,Annual,03/22/2023,Active,5214
2591,Finance,1-49,North America,Annual,05/02/2023,Active,3939
2592,Education,1000+,Asia,Monthly,04/18/2022,Active,12467
2593,Finance,1-49,Africa,Monthly,03/03/2023,Active,18199
2594,Technology,500-999,North America,Monthly,12/26/2023,Active,16077
2595,Manufacturing,500-999,Africa,Annual,09/04/2023,Active,5122
2596,Technology,50-199,North America,Monthly,07/27/2022,Active,19071
2597,Education,1000+,South America,Monthly,10/14/2022,Active,7730
2598,Finance,1-49,Europe,Monthly,12/15/2022,Active,14371
2599,Education,500-999,Asia,Annual,06/12/2023,Active,19461
2600,Manufacturing,50-199,Africa,Monthly,10/20/2023,Active,3610
2601,Technology,500-999,Europe,Monthly,08/12/2022,Active,18678
2602,Education,200-499,Asia,Annual,06/29/2023,Active,15394
2603,Healthcare,500-999,Europe,Annual,02/19/2022,Active,15930
2604,Technology,500-999,Europe,Monthly,11/28/2022,Active,19212
2605,Technology,200-499,Africa,Annual,07/26/2022,Active,2035
2606,Technology,1000+,Africa,Monthly,01/10/2023,Active,13522
2607,Education,500-999,Africa,Monthly,06/22/2023,Active,9385
2608,Education,1-49,Africa,Monthly,06/28/2022,Active,1073
2609,Education,200-499,Europe,Monthly,12/18/2023,Active,10452
2610,Education,500-999,Africa,Annual,07/27/2023,Active,9852
2611,Technology,50-199,Africa,Annual,06/20/2022,Active,14351
2612,Technology,1000+,Europe,Monthly,01/02/2023,Active,16693
2613,Finance,1-49,Asia,Annual,07/14/2022,Active,17067
2614,Technology,500-999,Europe,Annual,06/17/2023,Active,3415
2615,Technology,1-49,South America,Annual,05/06/2022,Active,7466
2616,Education,500-999,North America,Monthly,11/05/2023,Active,2467
2617,Education,1-49,Europe,Annual,11/21/2023,Active,5193
2618,Manufacturing,200-499,Africa,Monthly,11/22/2023,Active,3256
2619,Technology,1000+,Asia,Annual,05/08/2023,Active,13277
2620,Healthcare,500-999,Africa,Monthly,01/10/2022,Active,14095
2621,Finance,50-199,South America,Annual,04/01/2023,Active,7302
2622,Healthcare,1-49,Europe,Annual,08/03/2022,Active,10630
2623,Finance,1000+,Asia,Annual,11/02/2023,Active,19235
2624,Healthcare,1-49,South America,Annual,05/09/2023,Active,6730
2625,Manufacturing,500-999,North America,Annual,03/16/2022,Active,3836
2626,Technology,200-499,South America,Annual,03/03/2022,Active,7047
2627,Education,50-199,North America,Monthly,11/25/2023,Active,16250
2628,Healthcare,1-49,South America,Monthly,07/01/2022,Active,7410
2629,Technology,50-199,Asia,Monthly,09/06/2022,Active,16913
2630,Manufacturing,200-499,Asia,Monthly,01/13/2022,Active,8218
2631,Finance,200-499,South America,Monthly,09/01/2023,Active,11005
2632,Finance,1000+,Europe,Monthly,04/30/2023,Active,13155
2633,Healthcare,200-499,North America,Monthly,10/20/2023,Active,17022
2634,Manufacturing,200-499,Africa,Annual,08/13/2023,Active,3673
2635,Finance,1000+,North America,Monthly,04/28/2023,Active,6469
2636,Technology,1000+,Asia,Annual,06/16/2023,Active,15584
2637,Healthcare,200-499,Europe,Monthly,07/24/2023,Active,2046
2638,Education,1-49,Asia,Annual,09/28/2022,Active,18998
2639,Manufacturing,1-49,Africa,Annual,09/07/2022,Active,3962
2640,Healthcare,500-999,South America,Monthly,09/28/2023,Active,2755
2641,Finance,1-49,South America,Monthly,09/25/2022,Active,2217
2642,Manufacturing,50-199,Asia,Annual,04/16/2022,Active,14858
2643,Manufacturing,500-999,South America,Monthly,06/06/2023,Active,14345
2644,Education,200-499,Asia,Annual,08/07/2023,Active,3817
2645,Healthcare,200-499,South America,Monthly,10/08/2023,Active,10845
2646,Technology,200-499,South America,Annual,10/22/2023,Active,17542
2647,Healthcare,1-49,Europe,Annual,04/06/2023,Active,4041
2648,Technology,50-199,North America,Annual,01/19/2023,Active,2344
2649,Manufacturing,50-199,South America,Annual,12/21/2023,Active,887
2650,Manufacturing,1-49,Asia,Annual,03/21/2022,Active,18348
2651,Education,200-499,Europe,Monthly,03/03/2022,Active,16563
2652,Manufacturing,50-199,North America,Annual,10/06/2023,Active,6608
2653,Technology,50-199,South America,Annual,08/07/2023,Active,7454
2654,Healthcare,1000+,Asia,Annual,09/06/2023,Active,18609
2655,Finance,200-499,Africa,Annual,05/27/2023,Active,622
2656,Finance,50-199,North America,Monthly,03/16/2022,Active,11392
2657,Manufacturing,200-499,South America,Annual,10/29/2023,Active,15030
2658,Manufacturing,1000+,Europe,Monthly,07/01/2023,Active,13692
2659,Technology,1-49,Africa,Annual,01/19/2023,Active,18401
2660,Technology,50-199,South America,Monthly,01/14/2023,Active,15976
2661,Technology,500-999,Asia,Monthly,10/19/2023,Active,2987
2662,Manufacturing,50-199,Europe,Monthly,06/06/2023,Active,2793
2663,Technology,50-199,Africa,Annual,03/12/2023,Active,10394
2664,Healthcare,200-499,South America,Annual,04/21/2022,Active,2987
2665,Finance,500-999,Africa,Monthly,08/07/2023,Active,5840
2666,Healthcare,1-49,North America,Annual,03/25/2023,Active,6095
2667,Manufacturing,1000+,Asia,Monthly,08/01/2022,Active,13895
2668,Healthcare,1000+,South America,Annual,03/01/2022,Active,9676
2669,Technology,50-199,Europe,Annual,06/28/2022,Active,13376
2670,Healthcare,1-49,Europe,Annual,06/17/2022,Active,5870
2671,Healthcare,200-499,Asia,Annual,06/29/2022,Active,12572
2672,Technology,1-49,Asia,Monthly,07/09/2023,Active,13222
2673,Manufacturing,500-999,Africa,Monthly,12/19/2022,Active,12258
2674,Finance,50-199,Asia,Annual,07/12/2022,Active,11878
2675,Finance,500-999,Africa,Monthly,08/10/2022,Active,4830
2676,Technology,1-49,South America,Monthly,11/01/2023,Active,4912
2677,Healthcare,50-199,South America,Monthly,02/19/2023,Active,12673
2678,Technology,500-999,Africa,Annual,11/24/2022,Active,18015
2679,Finance,200-499,South America,Annual,12/19/2022,Active,13489
2680,Finance,200-499,North America,Monthly,09/11/2022,Active,16909
2681,Technology,50-199,Europe,Monthly,06/26/2023,Active,8291
2682,Healthcare,1000+,Asia,Monthly,04/22/2022,Active,1062
2683,Technology,500-999,North America,Monthly,04/28/2022,Active,11143
2684,Technology,1-49,Asia,Annual,05/21/2023,Active,11829
2685,Manufacturing,50-199,South America,Monthly,09/01/2022,Active,5914
2686,Education,1-49,Europe,Monthly,11/25/2023,Active,7709
2687,Technology,1000+,Asia,Monthly,04/04/2023,Active,5013
2688,Healthcare,50-199,South America,Annual,07/05/2023,Active,593
2689,Finance,1000+,Europe,Monthly,10/27/2023,Active,16747
2690,Education,500-999,Europe,Annual,11/01/2023,Active,16440
2691,Education,500-999,Africa,Annual,12/10/2023,Active,16821
2692,Technology,500-999,South America,Monthly,03/20/2022,Active,1484
2693,Technology,200-499,North America,Annual,04/22/2022,Active,2845
2694,Technology,1-49,North America,Monthly,05/08/2022,Active,5629
2695,Healthcare,500-999,Asia,Monthly,10/30/2022,Active,10670
2696,Education,1000+,North America,Monthly,01/18/2023,Active,9133
2697,Manufacturing,1-49,South America,Monthly,07/13/2023,Active,11254
2698,Education,50-199,Africa,Annual,06/20/2022,Active,19818
2699,Manufacturing,500-999,South America,Monthly,04/28/2023,Active,14890
2700,Healthcare,1000+,Asia,Monthly,02/11/2023,Active,2678
2701,Manufacturing,1-49,Europe,Annual,02/13/2022,Active,3412
2702,Technology,200-499,North America,Monthly,01/07/2022,Active,18199
2703,Education,1000+,Europe,Monthly,06/07/2022,Active,16427
2704,Technology,500-999,South America,Monthly,12/28/2023,Active,16041
2705,Finance,200-499,South America,Annual,01/22/2023,Active,18659
2706,Finance,50-199,Europe,Monthly,04/02/2023,Active,17274
2707,Technology,50-199,Africa,Monthly,04/26/2022,Active,17555
2708,Manufacturing,1-49,South America,Monthly,02/01/2022,Active,17648
2709,Education,1-49,North America,Annual,06/23/2022,Active,15964
2710,Finance,1000+,Africa,Annual,04/18/2022,Active,9253
2711,Technology,1-49,Asia,Monthly,08/06/2022,Active,16264
2712,Healthcare,1000+,Asia,Annual,02/22/2022,Active,6633
2713,Education,1000+,North America,Monthly,12/29/2023,Active,4499
2714,Education,200-499,North America,Annual,04/18/2023,Active,7216
2715,Healthcare,500-999,South America,Monthly,04/14/2022,Active,13366
2716,Healthcare,200-499,Africa,Annual,03/31/2023,Active,19632
2717,Education,50-199,Africa,Monthly,01/17/2022,Active,17763
2718,Manufacturing,1-49,Europe,Annual,05/26/2023,Active,1638
2719,Manufacturing,1000+,North America,Annual,04/12/2023,Active,4041
2720,Finance,1-49,South America,Annual,12/20/2022,Active,3992
2721,Technology,200-499,Africa,Annual,03/20/2023,Active,921
2722,Education,50-199,Asia,Monthly,08/09/2022,Active,703
2723,Finance,1000+,Europe,Monthly,03/09/2022,Active,1522
2724,Education,1000+,North America,Monthly,04/04/2023,Active,19583
2725,Finance,200-499,South America,Annual,12/06/2022,Active,5075
2726,Manufacturing,500-999,Europe,Monthly,01/07/2022,Active,10350
2727,Education,1-49,Europe,Annual,07/13/2023,Active,14397
2728,Healthcare,500-999,North America,Monthly,11/26/2022,Active,6356
2729,Healthcare,1-49,Europe,Annual,02/02/2023,Active,7600
2730,Healthcare,50-199,Europe,Monthly,05/05/2023,Active,17502
2731,Technology,200-499,North America,Monthly,10/31/2023,Active,3131
2732,Manufacturing,200-499,North America,Monthly,06/18/2023,Active,2683
2733,Healthcare,50-199,Asia,Monthly,10/03/2022,Active,9291
2734,Manufacturing,50-199,Africa,Monthly,07/04/2023,Active,2119
2735,Technology,500-999,North America,Monthly,10/13/2023,Active,15586
2736,Manufacturing,200-499,Europe,Annual,07/09/2022,Active,15102
2737,Finance,50-199,North America,Annual,02/08/2022,Active,3339
2738,Healthcare,500-999,Africa,Monthly,03/18/2022,Active,15846
2739,Healthcare,50-199,Africa,Monthly,02/21/2022,Active,3000
2740,Manufacturing,1-49,Europe,Monthly,02/02/2022,Active,12761
2741,Finance,200-499,Africa,Annual,11/27/2022,Active,15853
2742,Technology,1000+,Africa,Annual,10/20/2023,Active,8122
2743,Finance,500-999,Europe,Annual,06/14/2023,Active,11974
2744,Technology,200-499,Africa,Annual,08/03/2023,Active,6192
2745,Technology,1000+,Europe,Monthly,12/18/2023,Active,1382
2746,Education,1-49,Africa,Monthly,05/22/2022,Active,1433
2747,Technology,200-499,Africa,Annual,12/11/2023,Active,15121
2748,Education,1-49,Africa,Monthly,09/27/2022,Active,18584
2749,Education,500-999,North America,Monthly,04/26/2022,Active,12097
2750,Education,50-199,Europe,Monthly,06/06/2022,Active,18754
2751,Technology,1-49,North America,Monthly,12/04/2022,Active,10756
2752,Healthcare,50-199,Africa,Annual,05/05/2023,Active,5511
2753,Manufacturing,200-499,North America,Annual,10/24/2023,Active,8443
2754,Healthcare,200-499,South America,Monthly,10/02/2023,Active,12011
2755,Healthcare,200-499,Asia,Annual,05/28/2022,Active,5648
2756,Technology,200-499,Africa,Monthly,08/06/2023,Active,4173
2757,Technology,500-999,South America,Annual,07/06/2023,Active,11094
2758,Healthcare,50-199,South America,Annual,04/24/2023,Active,13548
2759,Education,200-499,Africa,Monthly,06/24/2022,Active,13012
2760,Technology,200-499,Africa,Monthly,05/07/2022,Active,6043
2761,Healthcare,200-499,Africa,Annual,10/21/2023,Active,5501
2762,Education,1000+,Europe,Monthly,08/08/2023,Active,10249
2763,Education,1-49,North America,Annual,11/02/2023,Active,1615
2764,Technology,200-499,Africa,Monthly,01/30/2022,Active,3934
2765,Education,200-499,North America,Monthly,07/10/2023,Active,11480
2766,Technology,200-499,Europe,Annual,07/14/2022,Active,16497
2767,Finance,1-49,Asia,Monthly,09/21/2022,Active,11667
2768,Finance,1-49,Asia,Annual,04/29/2023,Active,6311
2769,Education,1000+,North America,Monthly,08/13/2022,Active,16024
2770,Healthcare,200-499,Europe,Monthly,06/03/2023,Active,9675
2771,Healthcare,1000+,Asia,Annual,01/30/2022,Active,9032
2772,Technology,500-999,Africa,Monthly,11/23/2023,Active,8829
2773,Manufacturing,50-199,North America,Annual,02/21/2023,Active,11110
2774,Finance,500-999,Africa,Monthly,03/18/2022,Active,4281
2775,Healthcare,1-49,Europe,Monthly,02/16/2022,Active,5485
2776,Education,200-499,South America,Annual,02/26/2022,Active,14906
2777,Manufacturing,1000+,Europe,Annual,01/07/2022,Active,18370
2778,Finance,500-999,Africa,Annual,03/11/2022,Active,18244
2779,Finance,200-499,Asia,Monthly,01/09/2023,Active,1862
2780,Education,200-499,North America,Monthly,01/19/2023,Active,7616
2781,Healthcare,200-499,South America,Annual,01/18/2022,Active,3354
2782,Healthcare,200-499,South America,Annual,04/02/2022,Active,13443
2783,Education,200-499,Africa,Annual,07/14/2022,Active,2465
2784,Manufacturing,1000+,Asia,Annual,10/13/2022,Active,12775
2785,Healthcare,50-199,Asia,Annual,09/19/2022,Active,7416
2786,Education,50-199,Europe,Monthly,02/14/2023,Active,3305
2787,Technology,1000+,Africa,Annual,04/27/2023,Active,15570
2788,Education,50-199,Europe,Annual,05/28/2022,Active,10543
2789,Education,200-499,Europe,Annual,08/18/2023,Active,2184
2790,Technology,200-499,Europe,Annual,09/11/2022,Active,11882
2791,Finance,1-49,Asia,Monthly,08/28/2023,Active,16406
2792,Finance,50-199,North America,Annual,08/23/2022,Active,12329
2793,Education,1-49,Europe,Monthly,06/26/2023,Active,13843
2794,Technology,1000+,Asia,Annual,08/03/2023,Active,5456
2795,Finance,1000+,Asia,Annual,05/22/2022,Active,19903
2796,Healthcare,50-199,Europe,Annual,12/29/2022,Active,10474
2797,Manufacturing,50-199,North America,Annual,12/17/2022,Active,4836
2798,Technology,200-499,Africa,Annual,08/24/2023,Active,5882
2799,Finance,1000+,Africa,Annual,03/26/2022,Active,7988
2800,Education,500-999,South America,Annual,11/25/2022,Active,18608
2801,Healthcare,500-999,Asia,Monthly,09/08/2022,Active,6020
2802,Finance,1000+,North America,Monthly,07/16/2022,Active,14544
2803,Technology,500-999,North America,Monthly,01/15/2022,Active,13936
2804,Technology,1000+,North America,Monthly,11/29/2022,Active,17654
2805,Technology,500-999,Europe,Monthly,01/25/2023,Active,16838
2806,Healthcare,200-499,Africa,Monthly,02/06/2022,Active,15253
2807,Finance,1000+,Asia,Monthly,11/09/2022,Active,11381
2808,Finance,1000+,Africa,Monthly,05/08/2023,Active,2343
2809,Healthcare,1000+,South America,Annual,01/25/2023,Active,5383
2810,Technology,200-499,Africa,Monthly,04/14/2023,Active,6389
2811,Technology,200-499,North America,Annual,10/12/2023,Active,4408
2812,Finance,1-49,Asia,Annual,04/06/2023,Active,18460
2813,Healthcare,500-999,Africa,Annual,04/21/2022,Active,5735
2814,Healthcare,1-49,Europe,Monthly,01/21/2022,Active,1594
2815,Manufacturing,50-199,Europe,Monthly,02/19/2023,Active,10773
2816,Technology,1000+,South America,Annual,03/01/2023,Active,12900
2817,Education,200-499,North America,Annual,05/03/2023,Active,11340
2818,Healthcare,200-499,South America,Annual,12/04/2023,Active,5831
2819,Healthcare,1-49,South America,Monthly,01/27/2022,Active,7427
2820,Finance,500-999,Africa,Monthly,05/10/2023,Active,17948
2821,Education,1-49,Africa,Monthly,10/05/2022,Active,10889
2822,Manufacturing,1000+,South America,Annual,04/17/2022,Active,13193
2823,Technology,200-499,Europe,Monthly,11/16/2022,Active,3873
2824,Manufacturing,1000+,North America,Annual,06/06/2022,Active,1866
2825,Manufacturing,1-49,Asia,Annual,05/28/2022,Active,17239
2826,Healthcare,200-499,Africa,Monthly,12/12/2023,Active,6103
2827,Technology,1000+,Europe,Annual,06/29/2022,Active,16181
2828,Technology,1-49,Asia,Monthly,11/29/2022,Active,12840
2829,Finance,1-49,Asia,Monthly,11/06/2022,Active,12593
2830,Healthcare,1000+,Africa,Annual,10/12/2023,Active,12848
2831,Healthcare,1-49,Asia,Monthly,01/16/2022,Active,17395
2832,Manufacturing,1000+,Asia,Annual,04/14/2022,Active,13380
2833,Healthcare,50-199,Asia,Monthly,10/04/2023,Active,1735
2834,Technology,50-199,Asia,Annual,08/12/2022,Active,11857
2835,Manufacturing,1-49,Europe,Annual,09/29/2022,Active,19237
2836,Finance,50-199,Asia,Annual,08/17/2022,Active,8291
2837,Technology,1-49,North America,Monthly,01/08/2023,Active,8297
2838,Technology,1000+,Africa,Annual,01/27/2022,Active,6516
2839,Education,50-199,North America,Annual,09/21/2023,Active,18976
2840,Education,50-199,Asia,Annual,01/26/2022,Active,11470
2841,Manufacturing,200-499,Africa,Annual,10/08/2022,Active,11659
2842,Manufacturing,1000+,Europe,Annual,01/05/2023,Active,19857
2843,Manufacturing,500-999,Africa,Monthly,08/29/2023,Active,19140
2844,Finance,500-999,North America,Monthly,05/04/2023,Active,4539
2845,Education,200-499,Europe,Monthly,02/19/2023,Active,2689
2846,Technology,50-199,South America,Monthly,01/13/2023,Active,7594
2847,Education,200-499,South America,Monthly,09/04/2022,Active,13518
2848,Finance,50-199,South America,Monthly,12/25/2023,Active,14402
2849,Technology,1-49,Europe,Monthly,03/08/2023,Active,4472
2850,Technology,500-999,Europe,Monthly,02/20/2023,Active,16185
2851,Education,1000+,Asia,Monthly,07/03/2023,Active,4378
2852,Education,1-49,North America,Monthly,05/12/2023,Active,17513
2853,Finance,500-999,South America,Monthly,12/01/2022,Active,18112
2854,Finance,1-49,Asia,Annual,09/28/2022,Active,5527
2855,Manufacturing,50-199,South America,Annual,04/30/2023,Active,14836
2856,Education,200-499,Asia,Annual,01/27/2022,Active,3135
2857,Finance,50-199,Africa,Monthly,01/25/2023,Active,8940
2858,Manufacturing,1-49,South America,Annual,06/04/2022,Active,15665
2859,Technology,1000+,Asia,Monthly,03/14/2023,Active,19235
2860,Education,200-499,North America,Monthly,01/07/2023,Active,823
2861,Technology,50-199,South America,Annual,06/07/2023,Active,14379
2862,Technology,500-999,Europe,Monthly,04/22/2022,Active,14521
2863,Manufacturing,500-999,North America,Annual,08/13/2022,Active,16752
2864,Healthcare,200-499,South America,Annual,12/05/2022,Active,11425
2865,Manufacturing,1000+,Europe,Monthly,12/26/2023,Active,6181
2866,Manufacturing,200-499,North America,Monthly,01/07/2022,Active,2794
2867,Manufacturing,1-49,Asia,Annual,06/24/2022,Active,17568
2868,Technology,1000+,Asia,Monthly,06/13/2022,Active,4265
2869,Healthcare,200-499,Africa,Annual,01/04/2022,Active,10674
2870,Manufacturing,50-199,South America,Monthly,08/12/2022,Active,11085
2871,Manufacturing,500-999,Asia,Annual,10/07/2022,Active,11256
2872,Education,50-199,South America,Monthly,09/03/2022,Active,19630
2873,Healthcare,50-199,North America,Annual,06/06/2022,Active,14662
2874,Healthcare,500-999,South America,Annual,08/11/2023,Active,7559
2875,Education,500-999,Asia,Annual,03/28/2023,Active,6293
2876,Finance,200-499,Europe,Monthly,05/17/2023,Active,8473
2877,Education,1000+,North America,Monthly,03/06/2022,Active,5948
2878,Technology,50-199,Europe,Annual,11/24/2023,Active,6538
2879,Technology,1000+,Africa,Annual,01/21/2023,Active,19783
2880,Finance,1000+,North America,Annual,12/09/2023,Active,12385
2881,Manufacturing,1-49,Africa,Monthly,09/05/2023,Active,1959
2882,Finance,200-499,Europe,Monthly,04/30/2023,Active,12066
2883,Manufacturing,500-999,North America,Monthly,07/13/2023,Active,10398
2884,Technology,200-499,South America,Monthly,09/03/2022,Active,15002
2885,Education,1-49,Asia,Annual,07/01/2022,Active,6699
2886,Technology,50-199,South America,Annual,06/22/2022,Active,11077
2887,Healthcare,1-49,South America,Monthly,01/25/2022,Active,18622
2888,Manufacturing,200-499,South America,Annual,11/26/2023,Active,15334
2889,Technology,50-199,North America,Annual,09/04/2022,Active,13298
2890,Manufacturing,1000+,South America,Monthly,10/03/2023,Active,4897
2891,Healthcare,200-499,Asia,Monthly,01/25/2023,Active,7839
2892,Finance,1-49,Africa,Annual,02/23/2023,Active,16578
2893,Manufacturing,200-499,Africa,Annual,08/29/2022,Active,18161
2894,Finance,1000+,South America,Annual,09/19/2022,Active,10397
2895,Finance,50-199,Europe,Annual,11/29/2022,Active,19864
2896,Education,200-499,North America,Monthly,11/19/2023,Active,2681
2897,Technology,500-999,Europe,Monthly,10/29/2022,Active,6936
2898,Manufacturing,200-499,Africa,Annual,03/20/2022,Active,5977
2899,Healthcare,500-999,Africa,Monthly,01/15/2023,Active,674
2900,Healthcare,50-199,South America,Monthly,12/04/2022,Active,8163
2901,Finance,1000+,Europe,Annual,03/28/2022,Active,10780
2902,Finance,1-49,South America,Monthly,10/24/2023,Active,5790
2903,Finance,1-49,Africa,Annual,08/22/2023,Active,15216
2904,Technology,500-999,North America,Monthly,04/27/2023,Active,3019
2905,Technology,1-49,South America,Monthly,04/26/2023,Active,19069
2906,Healthcare,200-499,Europe,Annual,06/24/2023,Active,14191
2907,Manufacturing,500-999,Asia,Monthly,07/03/2023,Active,14711
2908,Healthcare,500-999,North America,Annual,04/23/2022,Active,18817
2909,Healthcare,50-199,Africa,Monthly,03/14/2023,Active,12739
2910,Finance,50-199,Asia,Annual,10/08/2023,Active,4355
2911,Education,1000+,North America,Annual,03/27/2023,Active,6049
2912,Education,1000+,South America,Annual,05/07/2023,Active,7801
2913,Finance,1-49,North America,Monthly,06/16/2022,Active,7330
2914,Technology,500-999,Asia,Monthly,07/31/2023,Active,6560
2915,Healthcare,1000+,Africa,Annual,04/12/2022,Active,2471
2916,Finance,50-199,Asia,Monthly,07/13/2022,Active,15780
2917,Manufacturing,500-999,Asia,Monthly,07/08/2023,Active,14429
2918,Technology,500-999,South America,Annual,08/21/2022,Active,6226
2919,Technology,1000+,North America,Annual,11/29/2023,Active,6821
2920,Manufacturing,1000+,Asia,Monthly,07/31/2023,Active,9751
2921,Healthcare,1-49,Africa,Monthly,04/23/2022,Active,6298
2922,Manufacturing,50-199,Asia,Monthly,01/07/2023,Active,14046
2923,Manufacturing,500-999,South America,Annual,05/24/2022,Active,1366
2924,Manufacturing,1000+,South America,Annual,07/10/2023,Active,973
2925,Healthcare,500-999,North America,Annual,10/06/2022,Active,18085
2926,Finance,1-49,Asia,Monthly,04/18/2022,Active,10652
2927,Healthcare,50-199,South America,Monthly,05/31/2022,Active,19508
2928,Education,1-49,South America,Monthly,08/31/2022,Active,7849
2929,Manufacturing,50-199,North America,Monthly,02/10/2022,Active,10507
2930,Manufacturing,1-49,South America,Monthly,06/23/2023,Active,9922
2931,Manufacturing,50-199,North America,Monthly,07/12/2023,Active,14735
2932,Technology,50-199,North America,Annual,12/18/2022,Active,5652
2933,Finance,1000+,Asia,Monthly,02/24/2022,Active,11629
2934,Finance,500-999,Europe,Monthly,01/26/2023,Active,11717
2935,Education,200-499,Europe,Annual,01/19/2022,Active,9541
2936,Healthcare,500-999,Africa,Monthly,08/27/2023,Active,14211
2937,Technology,50-199,South America,Monthly,11/18/2022,Active,1261
2938,Manufacturing,200-499,Europe,Annual,07/25/2022,Active,19621
2939,Technology,500-999,Asia,Monthly,11/23/2022,Active,6878
2940,Education,1-49,Asia,Annual,03/14/2022,Active,16207
2941,Healthcare,1000+,Africa,Annual,11/15/2022,Active,18750
2942,Manufacturing,500-999,Europe,Annual,11/29/2023,Active,10568
2943,Manufacturing,1000+,Asia,Annual,09/24/2023,Active,16635
2944,Manufacturing,500-999,Asia,Annual,03/25/2023,Active,16692
2945,Education,1000+,North America,Monthly,11/17/2022,Active,5114
2946,Technology,1000+,Asia,Monthly,10/25/2022,Active,16670
2947,Education,50-199,South America,Monthly,02/18/2023,Active,15340
2948,Education,50-199,Asia,Annual,02/25/2022,Active,14818
2949,Technology,1-49,Asia,Annual,01/25/2022,Active,9709
2950,Finance,200-499,South America,Annual,07/25/2022,Active,765
2951,Healthcare,200-499,Europe,Annual,01/06/2023,Active,16635
2952,Finance,200-499,Europe,Annual,06/29/2023,Active,5100
2953,Technology,500-999,Europe,Annual,02/06/2022,Active,973
2954,Finance,200-499,Asia,Annual,06/02/2022,Active,2749
2955,Healthcare,200-499,Europe,Monthly,01/16/2023,Active,2010
2956,Education,1-49,Europe,Annual,02/06/2022,Active,19150
2957,Healthcare,50-199,Africa,Annual,08/21/2023,Active,3969
2958,Technology,200-499,Africa,Annual,07/29/2023,Active,18720
2959,Finance,1-49,North America,Annual,01/04/2023,Active,3914
2960,Manufacturing,200-499,Europe,Monthly,04/06/2022,Active,2845
2961,Technology,1-49,North America,Monthly,09/25/2022,Active,6014
2962,Technology,1000+,North America,Annual,11/01/2023,Active,4147
2963,Technology,500-999,Asia,Monthly,11/04/2023,Active,10041
2964,Education,500-999,Africa,Annual,02/17/2023,Active,12983
2965,Healthcare,200-499,Asia,Annual,05/19/2022,Active,12320
2966,Manufacturing,1-49,North America,Monthly,03/01/2023,Active,5045
2967,Healthcare,500-999,Africa,Annual,01/31/2022,Active,16902
2968,Finance,1-49,Asia,Monthly,04/19/2022,Active,1930
2969,Technology,1000+,Asia,Monthly,02/14/2022,Active,15641
2970,Technology,200-499,Africa,Monthly,11/10/2023,Active,11668
2971,Healthcare,1000+,South America,Monthly,02/10/2023,Active,14643
2972,Technology,1-49,North America,Annual,09/15/2022,Active,13200
2973,Technology,1000+,Africa,Monthly,10/30/2023,Active,1055
2974,Education,500-999,Asia,Monthly,12/21/2022,Active,6120
2975,Finance,500-999,Asia,Monthly,11/09/2022,Active,5488
2976,Technology,500-999,South America,Monthly,03/14/2023,Active,19789
2977,Technology,1000+,Europe,Annual,07/11/2023,Active,1839
